brand_name	conceptid	drug_name
"cocet"	"387517004"	"acetaminophen (substance)"
"capital and codeine"	"387517004"	"acetaminophen (substance)"
"dolgic"	"387517004"	"acetaminophen (substance)"
"ugesic"	"387517004"	"acetaminophen (substance)"
"t-painol extra strength"	"387517004"	"acetaminophen (substance)"
"migquin"	"387517004"	"acetaminophen (substance)"
"vanatol"	"387517004"	"acetaminophen (substance)"
"duocet"	"387517004"	"acetaminophen (substance)"
"mapap pm"	"387517004"	"acetaminophen (substance)"
"bayer select decongestant"	"387517004"	"acetaminophen (substance)"
"panacet"	"387517004"	"acetaminophen (substance)"
"infantaire"	"387517004"	"acetaminophen (substance)"
"percogesic reformulated jan 2011"	"387517004"	"acetaminophen (substance)"
"lobac"	"387517004"	"acetaminophen (substance)"
"ceta plus"	"387517004"	"acetaminophen (substance)"
"ezol"	"387517004"	"acetaminophen (substance)"
"combiflex es"	"387517004"	"acetaminophen (substance)"
"paracets"	"387517004"	"acetaminophen (substance)"
"allay"	"387517004"	"acetaminophen (substance)"
"butex forte"	"387517004"	"acetaminophen (substance)"
"dolorex forte"	"387517004"	"acetaminophen (substance)"
"supac"	"387517004"	"acetaminophen (substance)"
"vistra"	"387517004"	"acetaminophen (substance)"
"anacin af"	"387517004"	"acetaminophen (substance)"
"zolvit"	"387517004"	"acetaminophen (substance)"
"sine-off maximum strength reformulated sep 2008"	"387517004"	"acetaminophen (substance)"
"margesic-h"	"387517004"	"acetaminophen (substance)"
"midol pm reformulated apr 2011"	"387517004"	"acetaminophen (substance)"
"zflex"	"387517004"	"acetaminophen (substance)"
"tylenol severe allergy"	"387517004"	"acetaminophen (substance)"
"anexsia"	"387517004"	"acetaminophen (substance)"
"tenake"	"387517004"	"acetaminophen (substance)"
"excedrin pm"	"387517004"	"acetaminophen (substance)"
"apra"	"387517004"	"acetaminophen (substance)"
"coltalin nd"	"387517004"	"acetaminophen (substance)"
"sine-off maximum strength"	"387517004"	"acetaminophen (substance)"
"lopap"	"387517004"	"acetaminophen (substance)"
"meda cap"	"387517004"	"acetaminophen (substance)"
"elixsure fever/pain"	"387517004"	"acetaminophen (substance)"
"femcet"	"387517004"	"acetaminophen (substance)"
"tylenol children's plus cold"	"387517004"	"acetaminophen (substance)"
"repan"	"387517004"	"acetaminophen (substance)"
"yinchiao fast relief flu"	"387517004"	"acetaminophen (substance)"
"marten-tab"	"387517004"	"acetaminophen (substance)"
"panadol pm"	"387517004"	"acetaminophen (substance)"
"apacet"	"387517004"	"acetaminophen (substance)"
"bayer migraine"	"387517004"	"acetaminophen (substance)"
"perloxx"	"387517004"	"acetaminophen (substance)"
"talacen"	"387517004"	"acetaminophen (substance)"
"vendone"	"387517004"	"acetaminophen (substance)"
"zamicet"	"387517004"	"acetaminophen (substance)"
"sine-aid"	"387517004"	"acetaminophen (substance)"
"uricalm intensive"	"387517004"	"acetaminophen (substance)"
"sudafed pe sinus headache"	"387517004"	"acetaminophen (substance)"
"conacetol"	"387517004"	"acetaminophen (substance)"
"xolox"	"387517004"	"acetaminophen (substance)"
"painaid"	"387517004"	"acetaminophen (substance)"
"g-1"	"387517004"	"acetaminophen (substance)"
"hydrogesic"	"387517004"	"acetaminophen (substance)"
"tylenol"	"387517004"	"acetaminophen (substance)"
"dologen"	"387517004"	"acetaminophen (substance)"
"dolono"	"387517004"	"acetaminophen (substance)"
"epidrin"	"387517004"	"acetaminophen (substance)"
"comtrex sore throat relief"	"387517004"	"acetaminophen (substance)"
"perisine"	"387517004"	"acetaminophen (substance)"
"midchlor"	"387517004"	"acetaminophen (substance)"
"goody's body pain"	"387517004"	"acetaminophen (substance)"
"premsyn pms"	"387517004"	"acetaminophen (substance)"
"t-gesic"	"387517004"	"acetaminophen (substance)"
"phrenilin with caffeine and codeine"	"387517004"	"acetaminophen (substance)"
"amidrine"	"387517004"	"acetaminophen (substance)"
"triaminic cough & sore throat (pseudoephedrine)"	"387517004"	"acetaminophen (substance)"
"vitoxapap"	"387517004"	"acetaminophen (substance)"
"backaid ipf"	"387517004"	"acetaminophen (substance)"
"corzide"	"387520007"	"bendroflumethiazide (substance)"
"rondameth"	"387520007"	"bendroflumethiazide (substance)"
"rauzide"	"387520007"	"bendroflumethiazide (substance)"
"flumezide"	"387520007"	"bendroflumethiazide (substance)"
"pentoxil"	"387522004"	"pentoxifylline (substance)"
"trental"	"387522004"	"pentoxifylline (substance)"
"pentopak"	"387522004"	"pentoxifylline (substance)"
"buspar"	"387523009"	"buspirone (substance)"
"vanspar"	"387523009"	"buspirone (substance)"
"neoptic"	"387524003"	"gramicidin (substance)"
"neosporin solution"	"387524003"	"gramicidin (substance)"
"neocidin solution"	"387524003"	"gramicidin (substance)"
"neocin pg"	"387524003"	"gramicidin (substance)"
"ocu-spore-g"	"387524003"	"gramicidin (substance)"
"ak-spore"	"387524003"	"gramicidin (substance)"
"lotensin hct"	"387525002"	"hydrochlorothiazide (substance)"
"hydrodiuril"	"387525002"	"hydrochlorothiazide (substance)"
"microzide"	"387525002"	"hydrochlorothiazide (substance)"
"mallopress"	"387525002"	"hydrochlorothiazide (substance)"
"lopressor hct"	"387525002"	"hydrochlorothiazide (substance)"
"diaqua"	"387525002"	"hydrochlorothiazide (substance)"
"accuretic"	"387525002"	"hydrochlorothiazide (substance)"
"inderide"	"387525002"	"hydrochlorothiazide (substance)"
"micardis-hct"	"387525002"	"hydrochlorothiazide (substance)"
"avalide"	"387525002"	"hydrochlorothiazide (substance)"
"spironolactone plus"	"387525002"	"hydrochlorothiazide (substance)"
"carozide"	"387525002"	"hydrochlorothiazide (substance)"
"esidrix"	"387525002"	"hydrochlorothiazide (substance)"
"quinaretic"	"387525002"	"hydrochlorothiazide (substance)"
"ziac"	"387525002"	"hydrochlorothiazide (substance)"
"dyazide"	"387525002"	"hydrochlorothiazide (substance)"
"exforge hct"	"387525002"	"hydrochlorothiazide (substance)"
"hyzaar"	"387525002"	"hydrochlorothiazide (substance)"
"hydroserp"	"387525002"	"hydrochlorothiazide (substance)"
"amturnide"	"387525002"	"hydrochlorothiazide (substance)"
"monopril hct"	"387525002"	"hydrochlorothiazide (substance)"
"hydrocot"	"387525002"	"hydrochlorothiazide (substance)"
"oretic"	"387525002"	"hydrochlorothiazide (substance)"
"hydro-reserp"	"387525002"	"hydrochlorothiazide (substance)"
"benicar hct"	"387525002"	"hydrochlorothiazide (substance)"
"loqua"	"387525002"	"hydrochlorothiazide (substance)"
"tekturna hct"	"387525002"	"hydrochlorothiazide (substance)"
"zestoretic"	"387525002"	"hydrochlorothiazide (substance)"
"uniretic"	"387525002"	"hydrochlorothiazide (substance)"
"teveten hct"	"387525002"	"hydrochlorothiazide (substance)"
"aldactazide"	"387525002"	"hydrochlorothiazide (substance)"
"tribenzor"	"387525002"	"hydrochlorothiazide (substance)"
"atacand hct"	"387525002"	"hydrochlorothiazide (substance)"
"hydroserpine"	"387525002"	"hydrochlorothiazide (substance)"
"maxzide"	"387525002"	"hydrochlorothiazide (substance)"
"dutoprol"	"387525002"	"hydrochlorothiazide (substance)"
"prinzide"	"387525002"	"hydrochlorothiazide (substance)"
"hydro par"	"387525002"	"hydrochlorothiazide (substance)"
"ezide"	"387525002"	"hydrochlorothiazide (substance)"
"aquazide h"	"387525002"	"hydrochlorothiazide (substance)"
"diovan hct"	"387525002"	"hydrochlorothiazide (substance)"
"ocu-tropic"	"387526001"	"tropicamide (substance)"
"mydriacyl"	"387526001"	"tropicamide (substance)"
"mydral"	"387526001"	"tropicamide (substance)"
"opticyl"	"387526001"	"tropicamide (substance)"
"tropicacyl"	"387526001"	"tropicamide (substance)"
"protopam"	"387527005"	"pralidoxime (substance)"
"nardil"	"387528000"	"phenelzine (substance)"
"azasite"	"387531004"	"azithromycin (substance)"
"zithromax"	"387531004"	"azithromycin (substance)"
"zmax"	"387531004"	"azithromycin (substance)"
"onmel"	"387532006"	"itraconazole (substance)"
"hyphanox"	"387532006"	"itraconazole (substance)"
"sporanox"	"387532006"	"itraconazole (substance)"
"vantin"	"387534007"	"cefpodoxime (substance)"
"simplicef"	"387534007"	"cefpodoxime (substance)"
"cedax"	"387535008"	"ceftibuten (substance)"
"suprax"	"387536009"	"cefixime (substance)"
"cefzil"	"387538005"	"cefprozil (substance)"
"merrem"	"387540000"	"meropenem (substance)"
"cinobac"	"387549004"	"cinoxacin (substance)"
"penetrex"	"387550004"	"enoxacin (substance)"
"floxin"	"387551000"	"ofloxacin (substance)"
"ocuflox"	"387551000"	"ofloxacin (substance)"
"levaquin"	"387552007"	"levofloxacin (substance)"
"quixin"	"387552007"	"levofloxacin (substance)"
"iquix"	"387552007"	"levofloxacin (substance)"
"maxaquin"	"387553002"	"lomefloxacin (substance)"
"zagam"	"387554008"	"sparfloxacin (substance)"
"famvir"	"387557001"	"famciclovir (substance)"
"valbazen"	"387558006"	"albendazole (substance)"
"albenza"	"387558006"	"albendazole (substance)"
"ivomec plus"	"387559003"	"ivermectin (substance)"
"ivermax"	"387559003"	"ivermectin (substance)"
"quadriguard"	"387559003"	"ivermectin (substance)"
"agri-mectin"	"387559003"	"ivermectin (substance)"
"stromectol"	"387559003"	"ivermectin (substance)"
"noromectin"	"387559003"	"ivermectin (substance)"
"heartgard plus"	"387559003"	"ivermectin (substance)"
"iver-on"	"387559003"	"ivermectin (substance)"
"sklice"	"387559003"	"ivermectin (substance)"
"equimax"	"387559003"	"ivermectin (substance)"
"equell"	"387559003"	"ivermectin (substance)"
"privermectin"	"387559003"	"ivermectin (substance)"
"ivercare"	"387559003"	"ivermectin (substance)"
"heartshield plus"	"387559003"	"ivermectin (substance)"
"bimectin"	"387559003"	"ivermectin (substance)"
"noromectin plus"	"387559003"	"ivermectin (substance)"
"duocare"	"387559003"	"ivermectin (substance)"
"ivercide"	"387559003"	"ivermectin (substance)"
"vetrimec"	"387559003"	"ivermectin (substance)"
"soolantra"	"387559003"	"ivermectin (substance)"
"tri-heart plus"	"387559003"	"ivermectin (substance)"
"zimecterin"	"387559003"	"ivermectin (substance)"
"heartgard"	"387559003"	"ivermectin (substance)"
"eqvalan"	"387559003"	"ivermectin (substance)"
"parid"	"387559003"	"ivermectin (substance)"
"iverhart max"	"387559003"	"ivermectin (substance)"
"agrimectin"	"387559003"	"ivermectin (substance)"
"iverchoice"	"387559003"	"ivermectin (substance)"
"ivermax plus"	"387559003"	"ivermectin (substance)"
"zimecterin gold"	"387559003"	"ivermectin (substance)"
"pettrust plus"	"387559003"	"ivermectin (substance)"
"alverin plus"	"387559003"	"ivermectin (substance)"
"vetrimec plus"	"387559003"	"ivermectin (substance)"
"duramectin"	"387559003"	"ivermectin (substance)"
"ivomec"	"387559003"	"ivermectin (substance)"
"acarexx"	"387559003"	"ivermectin (substance)"
"promectin"	"387559003"	"ivermectin (substance)"
"alfenta"	"387560008"	"alfentanil (substance)"
"lamictal"	"387562000"	"lamotrigine (substance)"
"wellbutrin"	"387564004"	"bupropion (substance)"
"zyban"	"387564004"	"bupropion (substance)"
"budeprion"	"387564004"	"bupropion (substance)"
"buproban"	"387564004"	"bupropion (substance)"
"aplenzin"	"387564004"	"bupropion (substance)"
"forfivo"	"387564004"	"bupropion (substance)"
"clozaril"	"387568001"	"clozapine (substance)"
"versacloz"	"387568001"	"clozapine (substance)"
"fazaclo"	"387568001"	"clozapine (substance)"
"ambien"	"387569009"	"zolpidem (substance)"
"intermezzo"	"387569009"	"zolpidem (substance)"
"zolpimist"	"387569009"	"zolpidem (substance)"
"edluar"	"387569009"	"zolpidem (substance)"
"onfi"	"387572002"	"clobazam (substance)"
"romazicon"	"387575000"	"flumazenil (substance)"
"actonel"	"387582001"	"risedronate (substance)"
"vytorin"	"387584000"	"simvastatin (substance)"
"juvisync"	"387584000"	"simvastatin (substance)"
"zocor"	"387584000"	"simvastatin (substance)"
"lescol"	"387585004"	"fluvastatin (substance)"
"eulexin"	"387587007"	"flutamide (substance)"
"fareston"	"387588002"	"toremifene (substance)"
"campral"	"391698009"	"acamprosate - chemical (substance)"
"iopidine"	"391786008"	"apraclonidine - chemical (substance)"
"tin-ben"	"391828004"	"benzoin - chemical (substance)"
"anusert"	"39360003"	"starch (substance)"
"caldesene"	"39360003"	"starch (substance)"
"tucks suppositories"	"39360003"	"starch (substance)"
"rhinocort aqua"	"395726003"	"budesonide (substance)"
"pulmicort turbuhaler"	"395726003"	"budesonide (substance)"
"pulmicort"	"395726003"	"budesonide (substance)"
"pulmicort respules"	"395726003"	"budesonide (substance)"
"symbicort"	"395726003"	"budesonide (substance)"
"uceris"	"395726003"	"budesonide (substance)"
"rhinocort"	"395726003"	"budesonide (substance)"
"entocort"	"395726003"	"budesonide (substance)"
"reminyl"	"395727007"	"galantamine (substance)"
"antagon"	"395728002"	"ganirelix (substance)"
"nutrisource"	"395734009"	"guar gum (substance)"
"halog"	"395735005"	"halcinonide (substance)"
"ventavis"	"395740002"	"iloprost (substance)"
"somatuline"	"395765000"	"lanreotide (substance)"
"norinyl 1+50"	"395785001"	"mestranol (substance)"
"norethin 1/50 m"	"395785001"	"mestranol (substance)"
"metopirone"	"395794007"	"metyrapone (substance)"
"korlym"	"395796009"	"mifepristone (substance)"
"mifeprex"	"395796009"	"mifepristone (substance)"
"cesamet"	"395806009"	"nabilone (substance)"
"bystolic"	"395808005"	"nebivolol (substance)"
"eloxatin"	"395814003"	"oxaliplatin (substance)"
"protonix"	"395821003"	"pantoprazole (substance)"
"pegintron"	"395823000"	"peginterferon alfa-2b (substance)"
"sylatron"	"395823000"	"peginterferon alfa-2b (substance)"
"actos"	"395828009"	"pioglitazone (substance)"
"oseni"	"395828009"	"pioglitazone (substance)"
"anaflex"	"395837009"	"polynoxylin (substance)"
"elitek"	"395858003"	"rasburicase (substance)"
"exelon"	"395868008"	"rivastigmine (substance)"
"avandia"	"395869000"	"rosiglitazone (substance)"
"geref"	"395870004"	"sermorelin (substance)"
"geref diagnostic"	"395870004"	"sermorelin (substance)"
"renagel"	"395871000"	"sevelamer (substance)"
"renvela"	"395871000"	"sevelamer (substance)"
"genotropin miniquick"	"395883003"	"somatropin (substance)"
"nutropin depot"	"395883003"	"somatropin (substance)"
"genotropin"	"395883003"	"somatropin (substance)"
"saizen"	"395883003"	"somatropin (substance)"
"omnitrope"	"395883003"	"somatropin (substance)"
"humatrope"	"395883003"	"somatropin (substance)"
"zomacton"	"395883003"	"somatropin (substance)"
"nutropin"	"395883003"	"somatropin (substance)"
"serostim"	"395883003"	"somatropin (substance)"
"tev-tropin"	"395883003"	"somatropin (substance)"
"norditropin"	"395883003"	"somatropin (substance)"
"zorbtive"	"395883003"	"somatropin (substance)"
"streptase"	"395889004"	"streptokinase (substance)"
"kabikinase"	"395889004"	"streptokinase (substance)"
"sumavel"	"395892000"	"sumatriptan (substance)"
"imitrex"	"395892000"	"sumatriptan (substance)"
"alsuma"	"395892000"	"sumatriptan (substance)"
"zecuity"	"395892000"	"sumatriptan (substance)"
"tildren"	"395905009"	"tiludronic acid (substance)"
"skelid"	"395905009"	"tiludronic acid (substance)"
"cetrotide"	"395906005"	"cetrorelix (substance)"
"tindamax"	"395907001"	"tinidazole (substance)"
"vagistat-1"	"395909003"	"tioconazole (substance)"
"trelstar"	"395915003"	"triptorelin (substance)"
"bravelle"	"395920003"	"urofollitropin (substance)"
"fertinex"	"395920003"	"urofollitropin (substance)"
"reclast"	"395926009"	"zoledronic acid (substance)"
"zometa"	"395926009"	"zoledronic acid (substance)"
"vitacilina diaper rash"	"395933009"	"allantoin (substance)"
"hands first 4 in 1"	"395933009"	"allantoin (substance)"
"shing-releev"	"395933009"	"allantoin (substance)"
"anbesol cold sore therapy"	"395933009"	"allantoin (substance)"
"mederma advanced scar"	"395933009"	"allantoin (substance)"
"theraworx"	"395933009"	"allantoin (substance)"
"vexa"	"395933009"	"allantoin (substance)"
"burn-b gone otc"	"395933009"	"allantoin (substance)"
"blister armour"	"395933009"	"allantoin (substance)"
"sarene"	"395933009"	"allantoin (substance)"
"chamois glide"	"395933009"	"allantoin (substance)"
"neoteric diabetic"	"395933009"	"allantoin (substance)"
"neosporin lt lip treatment"	"395933009"	"allantoin (substance)"
"berberex wound cleanser"	"395933009"	"allantoin (substance)"
"bodyglide"	"395933009"	"allantoin (substance)"
"blistex"	"395933009"	"allantoin (substance)"
"neutracett"	"395933009"	"allantoin (substance)"
"fungisan"	"395933009"	"allantoin (substance)"
"allegra cooling relief anti-itch"	"395933009"	"allantoin (substance)"
"run guard"	"395933009"	"allantoin (substance)"
"mpm radiaplex"	"395933009"	"allantoin (substance)"
"saluron"	"395946004"	"hydroflumethiazide (substance)"
"salutensin"	"395946004"	"hydroflumethiazide (substance)"
"diucardin"	"395946004"	"hydroflumethiazide (substance)"
"salutensin-demi"	"395946004"	"hydroflumethiazide (substance)"
"salivasure"	"395951005"	"xylitol (substance)"
"ivy-dry kids"	"395952003"	"zinc acetate (substance)"
"derma gran spray"	"395952003"	"zinc acetate (substance)"
"galzin"	"395952003"	"zinc acetate (substance)"
"rectacaine"	"395953008"	"cinchocaine (substance)"
"nupercainal"	"395953008"	"cinchocaine (substance)"
"xatral"	"395954002"	"alfuzosin (substance)"
"aclovate"	"395956000"	"alclometasone (substance)"
"medihaler-ergotamine"	"395975005"	"ergotamine (substance)"
"ergomar"	"395975005"	"ergotamine (substance)"
"bellergal-s"	"395975005"	"ergotamine (substance)"
"spastrin"	"395975005"	"ergotamine (substance)"
"ergostat"	"395975005"	"ergotamine (substance)"
"dermotic"	"395977002"	"fluocinolone (substance)"
"flurosyn"	"395977002"	"fluocinolone (substance)"
"derma-smoothe/fs (scalp)"	"395977002"	"fluocinolone (substance)"
"fs shampoo"	"395977002"	"fluocinolone (substance)"
"retisert"	"395977002"	"fluocinolone (substance)"
"synalar-hp"	"395977002"	"fluocinolone (substance)"
"iluvien"	"395977002"	"fluocinolone (substance)"
"fluonid"	"395977002"	"fluocinolone (substance)"
"synemol"	"395977002"	"fluocinolone (substance)"
"capex"	"395977002"	"fluocinolone (substance)"
"asmanex"	"395990009"	"mometasone (substance)"
"elocon"	"395990009"	"mometasone (substance)"
"nasonex"	"395990009"	"mometasone (substance)"
"momexin"	"395990009"	"mometasone (substance)"
"propel"	"395990009"	"mometasone (substance)"
"ferriprox"	"396011004"	"deferiprone (substance)"
"clarinex"	"396015008"	"desloratadine (substance)"
"stilphostrol"	"396026002"	"diethylstilbestrol (substance)"
"teveten"	"396044005"	"eprosartan (substance)"
"nexium"	"396047003"	"esomeprazole (substance)"
"implanon"	"396050000"	"etonogestrel (substance)"
"nexplanon"	"396050000"	"etonogestrel (substance)"
"dermacin"	"396060009"	"fluocinonide (substance)"
"licon"	"396060009"	"fluocinonide (substance)"
"lidex"	"396060009"	"fluocinonide (substance)"
"vanos"	"396060009"	"fluocinonide (substance)"
"fluex"	"396060009"	"fluocinonide (substance)"
"invanz"	"396346003"	"ertapenem (substance)"
"decavac"	"396417009"	"diphtheria toxoid (substance)"
"tenivac"	"396417009"	"diphtheria toxoid (substance)"
"m-r-vax ii"	"396427003"	"measles vaccine (substance)"
"attenuvax"	"396427003"	"measles vaccine (substance)"
"murine tears plus"	"396449009"	"povidone (substance)"
"cortomycin"	"396458002"	"hydrocortisone (substance)"
"hydrocortisone pet lotion"	"396458002"	"hydrocortisone (substance)"
"scalacort"	"396458002"	"hydrocortisone (substance)"
"colocort"	"396458002"	"hydrocortisone (substance)"
"ocutricin hc"	"396458002"	"hydrocortisone (substance)"
"cortifoam"	"396458002"	"hydrocortisone (substance)"
"locoid"	"396458002"	"hydrocortisone (substance)"
"sentry hc dermasphere"	"396458002"	"hydrocortisone (substance)"
"otomax hc"	"396458002"	"hydrocortisone (substance)"
"recort plus"	"396458002"	"hydrocortisone (substance)"
"masporin otic"	"396458002"	"hydrocortisone (substance)"
"cortalo"	"396458002"	"hydrocortisone (substance)"
"cortane"	"396458002"	"hydrocortisone (substance)"
"antibiotic-cort ear"	"396458002"	"hydrocortisone (substance)"
"balneol"	"396458002"	"hydrocortisone (substance)"
"carmol hc"	"396458002"	"hydrocortisone (substance)"
"ala-cort"	"396458002"	"hydrocortisone (substance)"
"cetacort"	"396458002"	"hydrocortisone (substance)"
"easotic"	"396458002"	"hydrocortisone (substance)"
"micort-hc"	"396458002"	"hydrocortisone (substance)"
"anusert hc-1"	"396458002"	"hydrocortisone (substance)"
"solu-cortef"	"396458002"	"hydrocortisone (substance)"
"hycort"	"396458002"	"hydrocortisone (substance)"
"dermolate"	"396458002"	"hydrocortisone (substance)"
"preparation h hydrocortisone"	"396458002"	"hydrocortisone (substance)"
"vio-tex-hc"	"396458002"	"hydrocortisone (substance)"
"ala-scalp"	"396458002"	"hydrocortisone (substance)"
"tri-otic"	"396458002"	"hydrocortisone (substance)"
"dermacool hc"	"396458002"	"hydrocortisone (substance)"
"yeast-x external"	"396458002"	"hydrocortisone (substance)"
"dermasorb hc"	"396458002"	"hydrocortisone (substance)"
"neo-cortef"	"396458002"	"hydrocortisone (substance)"
"vagisil satin"	"396458002"	"hydrocortisone (substance)"
"ala-quin"	"396458002"	"hydrocortisone (substance)"
"senatec hc"	"396458002"	"hydrocortisone (substance)"
"propet"	"396458002"	"hydrocortisone (substance)"
"instacort"	"396458002"	"hydrocortisone (substance)"
"cortenema"	"396458002"	"hydrocortisone (substance)"
"1 plus 1 f"	"396458002"	"hydrocortisone (substance)"
"gynecort"	"396458002"	"hydrocortisone (substance)"
"cortisporin"	"396458002"	"hydrocortisone (substance)"
"procto-pak"	"396458002"	"hydrocortisone (substance)"
"gly-cort"	"396458002"	"hydrocortisone (substance)"
"hytone"	"396458002"	"hydrocortisone (substance)"
"analpram-hc"	"396458002"	"hydrocortisone (substance)"
"terra-cortril"	"396458002"	"hydrocortisone (substance)"
"hydrocort ss"	"396458002"	"hydrocortisone (substance)"
"cortane-b"	"396458002"	"hydrocortisone (substance)"
"aquanil hc"	"396458002"	"hydrocortisone (substance)"
"nutracort"	"396458002"	"hydrocortisone (substance)"
"westcort"	"396458002"	"hydrocortisone (substance)"
"hydrocortone"	"396458002"	"hydrocortisone (substance)"
"scalp-cort"	"396458002"	"hydrocortisone (substance)"
"caldecort"	"396458002"	"hydrocortisone (substance)"
"hysone"	"396458002"	"hydrocortisone (substance)"
"maximum-h"	"396458002"	"hydrocortisone (substance)"
"dermasorb af"	"396458002"	"hydrocortisone (substance)"
"rederm"	"396458002"	"hydrocortisone (substance)"
"proctocream hc"	"396458002"	"hydrocortisone (substance)"
"otic care"	"396458002"	"hydrocortisone (substance)"
"resicort"	"396458002"	"hydrocortisone (substance)"
"pedi-cort v"	"396458002"	"hydrocortisone (substance)"
"biocorneum"	"396458002"	"hydrocortisone (substance)"
"cort-biotic"	"396458002"	"hydrocortisone (substance)"
"genasone/aloe"	"396458002"	"hydrocortisone (substance)"
"otocort sterile suspension"	"396458002"	"hydrocortisone (substance)"
"lidocort"	"396458002"	"hydrocortisone (substance)"
"monistat itch relief"	"396458002"	"hydrocortisone (substance)"
"steroform"	"396458002"	"hydrocortisone (substance)"
"enzone"	"396458002"	"hydrocortisone (substance)"
"pramcort"	"396458002"	"hydrocortisone (substance)"
"keratol hc"	"396458002"	"hydrocortisone (substance)"
"otobiotic"	"396458002"	"hydrocortisone (substance)"
"dermacort"	"396458002"	"hydrocortisone (substance)"
"oticin hc ear drops"	"396458002"	"hydrocortisone (substance)"
"cortizone-10 anal itch cream"	"396458002"	"hydrocortisone (substance)"
"hemril"	"396458002"	"hydrocortisone (substance)"
"procort"	"396458002"	"hydrocortisone (substance)"
"aeroseb-hc"	"396458002"	"hydrocortisone (substance)"
"otimar"	"396458002"	"hydrocortisone (substance)"
"scalpicin itch relief"	"396458002"	"hydrocortisone (substance)"
"anamantle hc"	"396458002"	"hydrocortisone (substance)"
"ak-spore hc"	"396458002"	"hydrocortisone (substance)"
"excel pet"	"396458002"	"hydrocortisone (substance)"
"z-pram"	"396458002"	"hydrocortisone (substance)"
"texacort"	"396458002"	"hydrocortisone (substance)"
"encort"	"396458002"	"hydrocortisone (substance)"
"lacticare-hc"	"396458002"	"hydrocortisone (substance)"
"drotic"	"396458002"	"hydrocortisone (substance)"
"proctosol"	"396458002"	"hydrocortisone (substance)"
"antibiotic ear"	"396458002"	"hydrocortisone (substance)"
"exotic-hc"	"396458002"	"hydrocortisone (substance)"
"u-cort"	"396458002"	"hydrocortisone (substance)"
"pediotic"	"396458002"	"hydrocortisone (substance)"
"penecort"	"396458002"	"hydrocortisone (substance)"
"orabase hca"	"396458002"	"hydrocortisone (substance)"
"neutrogena t-scalp"	"396458002"	"hydrocortisone (substance)"
"otirx"	"396458002"	"hydrocortisone (substance)"
"sarnol-hc"	"396458002"	"hydrocortisone (substance)"
"scalp-aid"	"396458002"	"hydrocortisone (substance)"
"gadaderm hydrocortisone"	"396458002"	"hydrocortisone (substance)"
"proctofoam-hc"	"396458002"	"hydrocortisone (substance)"
"pediaderm hc"	"396458002"	"hydrocortisone (substance)"
"procort 1.85/1.15"	"396458002"	"hydrocortisone (substance)"
"itch-x maximum strength"	"396458002"	"hydrocortisone (substance)"
"ear-eze"	"396458002"	"hydrocortisone (substance)"
"kera-hc"	"396458002"	"hydrocortisone (substance)"
"dermtex hc"	"396458002"	"hydrocortisone (substance)"
"cortic"	"396458002"	"hydrocortisone (substance)"
"dermarest eczema"	"396458002"	"hydrocortisone (substance)"
"pramosone"	"396458002"	"hydrocortisone (substance)"
"anusol hc-1"	"396458002"	"hydrocortisone (substance)"
"selsun blue scalp itch"	"396458002"	"hydrocortisone (substance)"
"acticort 100"	"396458002"	"hydrocortisone (substance)"
"epifoam"	"396458002"	"hydrocortisone (substance)"
"dermol hc"	"396458002"	"hydrocortisone (substance)"
"proctozone hc"	"396458002"	"hydrocortisone (substance)"
"hemorrodil plus"	"396458002"	"hydrocortisone (substance)"
"lazersporin-c"	"396458002"	"hydrocortisone (substance)"
"anusol hc"	"396458002"	"hydrocortisone (substance)"
"proctocare-hc"	"396458002"	"hydrocortisone (substance)"
"cotacort"	"396458002"	"hydrocortisone (substance)"
"cortaid"	"396458002"	"hydrocortisone (substance)"
"proctocort"	"396458002"	"hydrocortisone (substance)"
"xebcort"	"396458002"	"hydrocortisone (substance)"
"aveeno hydrocortisone anti-itch"	"396458002"	"hydrocortisone (substance)"
"a-hydrocort"	"396458002"	"hydrocortisone (substance)"
"procto-kit"	"396458002"	"hydrocortisone (substance)"
"cortatrigen"	"396458002"	"hydrocortisone (substance)"
"neosporin eczema"	"396458002"	"hydrocortisone (substance)"
"otic ear care"	"396458002"	"hydrocortisone (substance)"
"instacort 10"	"396458002"	"hydrocortisone (substance)"
"zypram"	"396458002"	"hydrocortisone (substance)"
"tucks hc"	"396458002"	"hydrocortisone (substance)"
"theracort anti-itch"	"396458002"	"hydrocortisone (substance)"
"oti-sone"	"396458002"	"hydrocortisone (substance)"
"ana-lex"	"396458002"	"hydrocortisone (substance)"
"hydroskin"	"396458002"	"hydrocortisone (substance)"
"nogenic hc"	"396458002"	"hydrocortisone (substance)"
"xyralid"	"396458002"	"hydrocortisone (substance)"
"nuzon"	"396458002"	"hydrocortisone (substance)"
"hc ac/aloe"	"396458002"	"hydrocortisone (substance)"
"aloe cort"	"396458002"	"hydrocortisone (substance)"
"ivocort"	"396458002"	"hydrocortisone (substance)"
"proctocream"	"396458002"	"hydrocortisone (substance)"
"hydrocortone phosphate"	"396458002"	"hydrocortisone (substance)"
"dermarest dricort"	"396458002"	"hydrocortisone (substance)"
"beta hc"	"396458002"	"hydrocortisone (substance)"
"rectacort-hc"	"396458002"	"hydrocortisone (substance)"
"cortef"	"396458002"	"hydrocortisone (substance)"
"corticaine"	"396458002"	"hydrocortisone (substance)"
"novacort"	"396458002"	"hydrocortisone (substance)"
